Date Recorded,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Longitude,Latitude,Max_Temperature_C,Precipitation_mm
2019-04-22,2018,Hamden,256 OBERLIN RD,106960.0,191730.0,0.5578,Single Family,Single Family,-72.95049,41.34793,16.6,17.0
2019-04-08,2018,East Windsor,334 RYE ST,213860.0,700000.0,0.3055,,,-72.5773308,41.8731643,10.9,9.8
2019-04-29,2018,Southbury,896 D HERITAGE VILLAGE,77790.0,110000.0,0.7071,Condo,Condo,-73.22532,41.4902,14.9,0.0
2019-04-22,2018,Somers,104 COUNTY ROAD,10240.0,44000.0,0.2327,,,-72.4129186,41.9853388,16.7,19.7
2019-04-01,2018,Enfield,274 BROAD BROOK RD,191560.0,280000.0,0.6841,Single Family,Single Family,-72.5270637,41.9488821,6.1,0.0
2019-04-08,2018,Shelton,10 WOODLAND PARK,64330.0,77500.0,0.83,Condo,Condo,-72.6478238,41.8216615,11.7,10.0
2019-04-08,2018,Fairfield,56 BEACON VIEW DRIVE,201110.0,450000.0,0.4469,Two Family,Two Family,-73.2399788,41.1827379,17.4,9.8
2019-04-15,2018,West Hartford,43 CROSBY STREET,109620.0,142000.0,0.771971831,Single Family,Single Family,-72.6412103,41.7492869,18.8,18.8
2019-04-15,2018,East Hampton,130 MOTT HILL RD,121150.0,118000.0,1.0266,Single Family,Single Family,-72.5105708,41.6188505,17.3,22.4
2019-04-22,2018,Waterbury,118 MONROE ST,57430.0,69500.0,0.8263,Single Family,Single Family,-72.9014371,41.3130112,16.6,18.5
2019-04-29,2018,Torrington,17 WESTLEDGE TER,191020.0,245900.0,0.7768,Single Family,Single Family,-73.1502035,41.807319,12.8,0.0
2019-04-15,2018,Fairfield,3845 PARK AVENUE #15,214970.0,385000.0,0.5583,,,-77.0751068,39.0498301,19.8,8.2
2019-04-08,2018,Shelton,45 HICKORY LA,188790.0,239000.0,0.7899,Single Family,Single Family,-73.11638,41.30765,17.4,8.7
2019-04-29,2018,Hamden,54 LAKE ST,137760.0,290000.0,0.475034483,Single Family,Single Family,-72.91819,41.35041,13.7,0.0
2019-04-29,2018,Easton,73 TRANQUILITY DRIVE,419300.0,530000.0,0.7911,Single Family,Single Family,-73.3143419,41.2823446,14.5,0.0
2019-04-01,2018,Stafford,8 SOUTH RD,1795500.0,5000.0,359.1,,,-72.187246,41.3384485,7.4,0.0
2019-04-01,2018,Ledyard,388R COLONEL LEDYARD HWY,55230.0,26500.0,2.0841,,,-71.995321,41.4212996,6.4,0.0
2019-04-01,2018,Glastonbury,23 BLUEBERRY LN,218700.0,380000.0,0.5755,Single Family,Single Family,-72.5805146,41.658705,6.5,0.0
2019-04-01,2018,West Hartford,36 BISHOP ROAD,291130.0,420000.0,0.6931,Single Family,Single Family,-72.7331479,41.7613461,6.4,0.0
2019-04-15,2018,Ledyard,3 MARY BELLE CIR,167090.0,256000.0,0.6526,Single Family,Single Family,-72.0082,41.45408,,
2019-04-29,2018,Milford,17-21 RIVERCLIFF DR,278050.0,380000.0,0.7317,Single Family,Single Family,-73.1080114,41.198544,12.7,0.0
2019-04-08,2018,New Britain,485-C HIGH ST,66010.0,100000.0,0.6601,Condo,Condo,-72.8708461,41.2824519,16.1,8.9
2019-04-01,2018,Newington,15 RIVER CAMP DR,126520.0,173000.0,0.7313,Condo,Condo,-72.7373415,41.7110243,6.9,0.0
2019-04-22,2018,West Haven,15 ALBION AVE,121730.0,185000.0,0.658,Single Family,Single Family,-72.969191,41.248759,16.4,18.2
2019-04-29,2018,Salem,229 OLD NEW LONDON RD,112800.0,154600.0,0.7296,Single Family,Single Family,-72.2628697,41.4538778,14.2,0.0
2019-04-01,2018,Montville,288 OXOBOXO DAM RD,12540.0,23750.0,0.528,Single Family,Single Family,-72.1885997,41.4833643,6.0,0.0
2019-04-01,2018,Milford,166 GULF ST,511050.0,657000.0,0.7778,Single Family,Single Family,-73.0495601,41.2215797,7.6,0.0
2019-04-08,2018,Milford,20 KENDALL GREEN DR,132930.0,208000.0,0.639,Condo,Condo,-73.0921441,41.2138976,16.6,7.9
2019-04-15,2018,Wallingford,993 YALE AVE,256500.0,380000.0,0.675,Single Family,Single Family,-72.8055484,41.4934054,18.9,25.1
2019-04-08,2018,Lisbon,107 BUNDY HILL ROAD,135680.0,259900.0,0.522046941,Single Family,Single Family,-72.02431,41.56679,14.4,7.7
2019-04-08,2018,Putnam,70 BREAULT,103400.0,145000.0,0.713103448,Single Family,Single Family,-71.9119925,41.927944,9.8,13.0
2019-04-22,2018,Portland,194 AMES HOLLOW RD,119630.0,222000.0,0.5388,Single Family,Single Family,-72.5921688,41.5825488,16.7,21.7
2019-04-01,2018,Southbury,616 A HERITAGE VILLAGE,120430.0,175000.0,0.6881,Condo,Condo,-73.2294455,41.4851785,6.7,0.0
2019-04-15,2018,Stratford,15 VINE ST,156030.0,192000.0,0.81265625,Single Family,Single Family,-72.6399971,41.7795355,18.3,18.7
2019-04-15,2018,Ledyard,17 BARRY DR,179340.0,240000.0,0.7472,Single Family,Single Family,-72.0807594,41.4197622,19.1,23.6
2019-04-01,2018,West Hartford,52 OLD MILL LANE,215110.0,417000.0,0.515851319,Single Family,Single Family,-72.7715849,41.7563135,6.4,0.0
2019-04-01,2018,Brooklyn,273 CHURCH ST,141100.0,230000.0,0.6134,Single Family,Single Family,-72.6858538,41.293474,7.6,0.0
2019-04-01,2018,Woodstock,1120 RT 171,201410.0,290000.0,0.6945,Single Family,Single Family,-71.9599024,41.9383574,5.2,0.0
2019-04-08,2018,New Milford,5 VIOLET HILL LN,161700.0,259900.0,0.6221,Single Family,Single Family,-73.40332,41.58165,20.4,10.9
2019-04-15,2018,New Haven,234 GREENE ST,1050000.0,1200000.0,0.875,,,-72.91607,41.30565,17.6,23.9
2019-04-01,2018,Milford,109 MEADOWS END RD,151880.0,160000.0,0.94925,Single Family,Single Family,-73.0829726,41.205949,7.6,0.0
2019-04-01,2018,New Haven,310 LIGHTHOUSE RD,110460.0,269000.0,0.4106,Single Family,Single Family,-72.8969541,41.254772,6.5,0.0
2019-04-08,2018,West Hartford,39 ROSEDALE ROAD,222250.0,380000.0,0.5848,Single Family,Single Family,-72.7621156,41.7467748,12.2,8.7
2019-04-15,2018,New Haven,98 CLINTON AV,107520.0,240000.0,0.448,Two Family,Two Family,-72.89115,41.31221,17.5,23.9
2019-04-01,2018,Ellington,268 MOUNTAIN RD,129000.0,199900.0,0.645322661,Single Family,Single Family,-73.4435716,41.2401154,6.5,0.0
2019-04-22,2018,Milford,55 BOTSFORD AVE,194620.0,235000.0,0.8281,Single Family,Single Family,-73.0899069,41.1895878,16.6,14.8
2019-04-15,2018,Coventry,38 BOLTON BRANCH RD,140000.0,121000.0,1.157,Single Family,Single Family,-72.4170918,41.8098577,18.5,21.8
2019-04-01,2018,Farmington,2 LONGRIDGE COURT,458880.0,630000.0,0.7283,Single Family,Single Family,-72.895457,41.747593,6.2,0.0
2019-04-22,2018,Plymouth,471 MAIN ST,101510.0,95000.0,1.0685,Single Family,Single Family,-72.6437074,41.7545115,17.4,20.4
2019-04-01,2018,New Britain,163 GOLDEN HILL ST,132370.0,220000.0,0.6016,Two Family,Two Family,-73.067862,41.217376,7.5,0.0
2019-04-29,2018,East Hartford,184 LARRABEE ST,86730.0,44910.0,1.9311,Single Family,Single Family,-72.5998389,41.7841738,15.9,0.0
2019-04-15,2018,Newtown,175 WALNUT TREE HILL ROAD,259210.0,380000.0,0.6821,Single Family,Single Family,-73.27559,41.4456,18.0,18.5
2019-04-15,2018,Derby,114 EMMETT AVE,109340.0,165000.0,0.6626,Single Family,Single Family,-73.09248,41.33394,17.0,22.4
2019-04-29,2018,North Branford,52 HARRISON DRIVE,157400.0,235000.0,0.6697,Single Family,Single Family,-72.6471257,41.6138408,15.4,0.0
2019-04-29,2018,Trumbull,16 MERWIN ST,276780.0,412000.0,0.6717,Single Family,Single Family,-73.21826,41.23329,13.4,0.0
2019-04-22,2018,Stafford,10 ARNOLD LN,81410.0,50200.0,1.6217,Single Family,Single Family,-72.29607,41.95534,16.8,18.7
2019-04-08,2018,North Stonington,402 DENISON HL,180460.0,292000.0,0.618,Single Family,Single Family,-71.8030568,41.5043558,14.6,10.9
2019-04-29,2018,Newington,20 WAVERLY DR,308260.0,336500.0,0.916077266,Single Family,Single Family,-72.7161871,41.6697806,15.9,0.0
2019-04-01,2018,Southbury,154 A HERITAGE VILLAGE,88330.0,162000.0,0.5452,Condo,Condo,-73.2294455,41.4851785,6.7,0.0
2019-04-01,2018,Stamford,176 RIDGE PARK AVENUE,330680.0,505000.0,0.6548,Single Family,Single Family,-73.5512891,41.0880638,6.9,0.0
2019-04-22,2018,East Hartford,111 MILLBROOK DR,112920.0,137300.0,0.8224,Single Family,Single Family,-73.4063906,41.1278284,17.8,12.9
2019-04-08,2018,Easton,118 ROCK HOUSE ROAD,409660.0,476500.0,0.8597,Single Family,Single Family,-73.3052016,41.3042054,21.8,8.2
2019-04-15,2018,Milford,61 HACKETT AVE,154530.0,248000.0,0.6231,Single Family,Single Family,-73.0961838,41.2051271,17.2,21.5
2019-04-29,2018,Colchester,82 WEST RD,294400.0,455000.0,0.647,Single Family,Single Family,-72.31399,41.54846,14.2,0.0
2019-04-15,2018,Sterling,10 DEERFIELD DR,8060.0,169900.0,0.0474,,,-73.1121609,41.3747604,16.5,19.9
2019-04-01,2018,Vernon,18 GRANT ST,133130.0,210000.0,0.6339,Single Family,Single Family,-72.7127832,41.7312222,6.9,0.0
2019-04-15,2018,Enfield,386 HAZARD AVE,141880.0,205000.0,0.692,Two Family,Two Family,-72.533945,41.9858821,18.2,21.1
2019-04-15,2018,Waterford,5 SEVENTH AVE,152630.0,238000.0,0.6413,Single Family,Single Family,-73.0924938,41.1845564,16.9,18.5
2019-04-15,2018,Redding,54 SPORT HILL RD,318200.0,290020.0,1.0971,Single Family,Single Family,-73.3219,41.30043,17.4,21.8
2019-04-22,2018,Southbury,967 A HERITAGE VILLAGE,70300.0,158000.0,0.444936709,Condo,Condo,-73.22533,41.49024,18.2,11.6
2019-04-29,2018,Stratford,493 B PAWNEE LN,107940.0,239000.0,0.451631799,Condo,Condo,-73.10933,41.25491,12.2,0.0
2019-04-29,2018,Milford,22 RICHARD ST,288670.0,475000.0,0.6077,Single Family,Single Family,-72.7231642,41.7549009,16.0,0.0
2019-04-15,2018,Milford,179 & 0 NETTLETON AVE,181600.0,285000.0,0.6371,Single Family,Single Family,-72.8656462,41.3465996,18.5,31.4
2019-04-22,2018,Manchester,56 WESTERLY STREET,114000.0,169900.0,0.6709,Single Family,Single Family,-72.5322232,41.7907566,17.8,21.9
2019-04-22,2018,Plainfield,7 PHILLIPS ST,86450.0,145900.0,0.59252913,Single Family,Single Family,-73.4266497,41.1096876,17.2,11.9
2019-04-29,2018,East Windsor,14 SAXTON LN,232780.0,330000.0,0.7053,Single Family,Single Family,-72.5751707,41.8706056,15.7,0.0
2019-04-01,2018,Glastonbury,144 GEORGETOWN DR,162600.0,240000.0,0.6775,Condo,Condo,-72.5843552,41.7050377,6.9,0.0
2019-04-22,2018,New Haven,60 CONCORD ST,170380.0,262500.0,0.649,Two Family,Two Family,-72.5861032,41.7791074,17.8,21.9
2019-04-08,2018,Fairfield,436 LENOX ROAD,248430.0,387000.0,0.6419,Single Family,Single Family,-73.2343898,41.1801468,17.5,9.8
2019-04-15,2018,Hamden,182 HIGHLAND AVE,124740.0,178000.0,0.7007,Single Family,Single Family,-72.9020087,41.3906927,18.7,25.3
2019-04-22,2018,Torrington,200 BARTON ST,107750.0,176000.0,0.6122,Single Family,Single Family,-73.1072238,41.8022389,16.8,15.4
2019-04-08,2018,Fairfield,118 EUCLID AVENUE,334320.0,515000.0,0.6491,Single Family,Single Family,-73.2216434,41.192703,17.6,9.8
2019-04-22,2018,East Haven,197 KIMBERLY AVE,247470.0,275000.0,0.8998,,,-72.8793792,41.2844941,16.2,17.6
2019-04-22,2018,East Lyme,4 NORTH LEE RD,213500.0,320000.0,0.6671,Single Family,Single Family,-72.2286332,41.302377,16.4,14.4
2019-04-15,2018,West Haven,10 SPRUCE PEAK LA,182140.0,279000.0,0.6528,Single Family,Single Family,-72.9863608,41.2503513,17.2,21.5
2019-04-29,2018,North Haven,15 PIERPONT CT,364350.0,525000.0,0.694,Single Family,Single Family,-72.8414935,41.3696378,13.4,0.0
2019-04-29,2018,Clinton,9 BLUE HERON LN,491400.0,859000.0,0.572060536,Single Family,Single Family,-72.517313,41.2721914,12.3,0.0
2019-04-29,2018,Plainfield,49 ERIN DR,7520.0,140000.0,0.053714286,Single Family,Single Family,-71.9112547,41.6782344,15.0,0.0
2019-04-01,2018,West Hartford,110 FERNCLIFF DRIVE,384930.0,495000.0,0.7776,Single Family,Single Family,-72.7737315,41.797282,5.9,0.0
2019-04-01,2018,Groton,325 RIDGEWOOD DR,213500.0,370000.0,0.577,Single Family,Single Family,-72.0067,41.35212,6.8,0.0
2019-04-22,2018,Stratford,467 SOUNDVIEW AVE,123620.0,230000.0,0.5374,Single Family,Single Family,-73.1467617,41.1917379,16.4,14.8
2019-04-01,2018,Wallingford,109 PUTTER DR,112000.0,142000.0,0.7887,Condo,Condo,-72.803633,41.4430214,7.2,0.0
2019-04-01,2018,Danbury,17 JAMES ST,250500.0,439900.0,0.5694,Two Family,Two Family,-72.6556539,41.7718927,7.0,0.0
2019-04-01,2018,Fairfield,568 WILSON STREET,366520.0,540000.0,0.6787,Single Family,Single Family,-73.2329212,41.2000704,7.4,0.0
2019-04-29,2018,Torrington,26 MARVIN ST,89070.0,100000.0,0.8907,Single Family,Single Family,-73.1128797,41.7888366,14.2,0.0
2019-04-01,2018,New Britain,27-25 HILLSIDE PL,42280.0,45000.0,0.9395,Condo,Condo,-72.9246358,41.3210188,8.1,0.0
2019-04-01,2018,New Hartford,319 COTTON HILL ROAD,199920.0,295000.0,0.6776,Single Family,Single Family,-73.0428425,41.8103491,3.5,0.0
2019-04-01,2018,Hartford,95 OAK ST,144760.0,175000.0,0.8272,,,-72.5949747,41.7086495,7.0,0.0
2019-04-08,2018,Meriden,146 ATKINS ST,83020.0,179500.0,0.462506964,Single Family,Single Family,-72.7789487,41.5441593,15.5,10.4
2019-04-01,2018,Manchester,40 LAKEWOOD CIR NORTH,166900.0,290000.0,0.5755,Single Family,Single Family,-72.5222941,41.7553026,6.4,0.0
2019-04-01,2018,Danbury,42 WEDGEWOOD DR,322500.0,395900.0,0.8145,Single Family,Single Family,-73.517305,41.4393809,5.4,0.0
2019-04-29,2018,Middletown,324 CONGDON ST,203340.0,333333.0,0.61,Single Family,Single Family,-72.68284,41.57207,15.4,0.0
2019-04-15,2018,Griswold,28 BACA DRIVE,324030.0,360000.0,0.9,Single Family,Single Family,-71.96092,41.58329,19.0,25.8
2019-04-01,2018,New Haven,56 TOWNSEND AV,326130.0,498000.0,0.6548,Two Family,Two Family,-72.8929601,41.2589781,6.6,0.0
2019-04-15,2018,Easton,10 WIMBLEDON LANE,410590.0,538000.0,0.7631,Single Family,Single Family,-73.3019601,41.2776193,17.6,21.8
2019-04-15,2018,Hartford,544 PROSPECT AVE,69335.0,199900.0,0.3468,Single Family,Single Family,-72.7154744,41.7635814,18.2,18.7
2019-04-22,2018,Newtown,615 BROOKSIDE COURT,306240.0,409995.0,0.7469,Condo,Condo,-73.3676185,41.4190987,18.2,12.4
2019-04-15,2018,East Lyme,97 W MAIN ST  #75,134680.0,203500.0,0.6618,Condo,Condo,-72.6515255,41.980706,18.9,19.1
2019-04-22,2018,Hamden,184 HAVERFORD ST,180740.0,284700.0,0.6348,Single Family,Single Family,-72.9025158,41.359452,16.4,17.0
2019-04-22,2018,Sprague,1 PLAIN HILL RD,140160.0,213500.0,0.6564,Single Family,Single Family,-72.0941213,41.6151134,17.3,18.8
2019-04-01,2018,Glastonbury,65 WATER ST,265100.0,350000.0,0.7574,Single Family,Single Family,-72.9387229,41.2780335,8.2,0.0
2019-04-01,2018,East Haddam,8 TOM RD,31500.0,42000.0,0.75,,,-72.7324188,41.7052899,6.9,0.0
2019-04-01,2018,Plymouth,18 OLD WOOD RD,45850.0,35900.0,1.2771,,,-73.0264226,41.6306818,6.2,0.0
2019-04-22,2018,Stafford,6 MELISSA WAY,48930.0,25000.0,1.9572,,,-72.287471,41.9621508,16.5,18.7
2019-04-22,2018,Hartford,46 PLINY ST,52675.0,180000.0,0.2926,Three Family,Three Family,-72.6817796,41.7805992,17.5,20.6
2019-04-29,2018,Coventry,745 MERROW RD #184,81400.0,132500.0,0.6143,Condo,Condo,-72.3173795,41.8395305,14.4,0.0
2019-04-01,2018,Hartford,38 LEDGER ST,48335.0,169900.0,0.2844,Single Family,Single Family,-72.7000416,41.7472002,6.9,0.0
2019-04-08,2018,Manchester,9-11 2F THOMSPON ROAD,42800.0,58500.0,0.7316,Condo,Condo,-72.54537,41.77414,12.4,9.1
2019-04-08,2018,East Haven,37 MARTIN RD,128260.0,196000.0,0.6543,Single Family,Single Family,-72.8628732,41.2759387,16.1,8.9
2019-04-29,2018,Groton,7 DENISON CT,95340.0,164900.0,0.5781,Single Family,Single Family,-72.0825268,41.3574371,12.1,0.0
2019-04-08,2018,Fairfield,469 WOODRIDGE AVENUE,277130.0,350000.0,0.7918,Single Family,Single Family,-73.25635,41.19189,17.6,9.8
2019-04-08,2018,Sprague,330 MAIN ST,374570.0,660000.0,0.5675,Single Family,Single Family,-72.6334782,41.7447276,12.8,8.7
2019-04-22,2018,Waterbury,9 PLYMOUTH AVE,105580.0,144900.0,0.7286,Two Family,Two Family,-73.4201895,41.1271816,17.8,12.9
2019-04-15,2018,Newington,89 WILSON AVE,123560.0,192000.0,0.6435,Single Family,Single Family,-72.9706816,41.2530712,17.1,21.5
2019-04-15,2018,Wolcott,705 WOODTICK RD,169080.0,270000.0,0.6262,Single Family,Single Family,-72.9627582,41.5842888,16.9,20.7
2019-04-08,2018,South Windsor,601 SANDSTONE DR,131700.0,136000.0,0.9683,Condo,Condo,-72.5521632,41.8346182,11.9,12.2
2019-04-22,2018,East Lyme,27 MCELANEY DR,129990.0,226000.0,0.5751,Single Family,Single Family,-72.2064691,41.3191674,16.5,14.4
2019-04-29,2018,West Hartford,82 MIDDLEBROOK ROAD,183820.0,210000.0,0.8753,Single Family,Single Family,-72.7322854,41.7764433,15.7,0.0
2019-04-29,2018,Southington,79 KENSINGTON RD,176740.0,200000.0,0.8837,Single Family,Single Family,-72.8389272,41.5933263,15.1,0.0
2019-04-01,2018,Woodstock,6 FAWN RIDGE,54700.0,85900.0,0.6367,Condo,Condo,-72.8294544,41.3935907,7.8,0.0
2019-04-08,2018,Middletown,85 MIDDLEFIELD ST,106630.0,158000.0,0.6748,Single Family,Single Family,-72.6749883,41.5497932,15.0,9.6
2019-04-15,2018,Portland,85 GOSPEL LANE,121520.0,224000.0,0.5425,Single Family,Single Family,-72.6092651,41.5811969,17.8,27.5
2019-04-29,2018,Burlington,47 STONE HOUSE LANE,316960.0,580000.0,0.5464,Single Family,Single Family,-72.9768038,41.7204061,13.4,0.0
2019-04-01,2018,Southington,41 LEDGE RD,135280.0,87750.0,1.5416,Single Family,Single Family,-72.8456681,41.6522812,6.4,0.0
2019-04-01,2018,Danbury,10 BIRCH ST,181800.0,297000.0,0.6121,Single Family,Single Family,-73.0940259,41.304412,7.1,0.0
2019-04-29,2018,Manchester,25 QUARRY KNOLL CIR,286500.0,390000.0,0.7346,Single Family,Single Family,-72.5618138,41.7457257,15.4,0.0
2019-04-22,2018,Marlborough,65 PARK RD,130550.0,196000.0,0.666,Single Family,Single Family,-73.2020633,41.5368138,16.7,13.0
2019-04-15,2018,New Haven,631 MIDDLETOWN AV,534800.0,650000.0,0.822769231,,,-72.8725514,41.3323168,17.0,24.3
2019-04-01,2018,New Britain,19 UNION ST,78820.0,165000.0,0.4776,Two Family,Two Family,-72.77872,41.67263,7.0,0.0
2019-04-01,2018,Plainville,42 METACOMET RD,145740.0,215000.0,0.6778,Single Family,Single Family,-72.8392819,41.6815749,6.7,0.0
2019-04-01,2018,Ellington,5 MANHATTAN RD,317350.0,415000.0,0.7646,Single Family,Single Family,-72.3766122,41.9338166,4.7,0.0
2019-04-08,2018,Canterbury,284 BARSTOW RD,128800.0,232000.0,0.5551,Single Family,Single Family,-72.0037854,41.7256788,13.1,10.1
2019-04-01,2018,East Hartford,26 LANDERS RD,90960.0,168000.0,0.5414,Single Family,Single Family,-72.6036648,41.7345338,6.9,0.0
2019-04-01,2018,Danbury,5 GLEN RD,219600.0,320000.0,0.6862,Single Family,Single Family,-72.7767047,41.3120088,7.8,0.0
2019-04-29,2018,Prospect,69 BEACH DR,129900.0,242000.0,0.5367,Single Family,Single Family,-72.9712019,41.4948545,13.9,0.0
2019-04-01,2018,Manchester,95 CHAMBERS STREET,108200.0,152000.0,0.7118,Single Family,Single Family,-72.5384744,41.7872852,6.5,0.0
2019-04-15,2018,Orange,167 SUNRISE HILL CIR,0.0,629403.0,0.0,Condo,Condo,-73.04233,41.30848,16.8,22.4
2019-04-29,2018,Newington,181 EAST ROBBINS AVE,145540.0,208000.0,0.6997,Single Family,Single Family,-72.7132718,41.6871942,15.9,0.0
2019-04-08,2018,New Milford,106 ASPETUCK VILLAGE,51030.0,50000.0,1.0206,Condo,Condo,-73.4125929,41.5870556,20.1,10.9
2019-04-22,2018,Meriden,24 FERN DR,115850.0,145000.0,0.798965517,Single Family,Single Family,-72.8523178,41.5283888,16.6,14.9
2019-04-15,2018,New Milford,662 KENT RD,140210.0,135000.0,1.038592593,Single Family,Single Family,-73.4828111,41.6415364,19.1,19.7
2019-04-08,2018,Waterford,32 BEACON HILL DR,192700.0,278500.0,0.6919,Single Family,Single Family,-72.7703142,41.8039988,11.3,8.5
2019-04-01,2018,South Windsor,206 BOURBON ST,214900.0,300000.0,0.7163,Single Family,Single Family,-72.5339919,41.8465385,5.9,0.0
2019-04-15,2018,Hartford,27 HAMILTON ST,50015.0,85000.0,0.5884,Two Family,Two Family,-72.9133827,41.2991643,17.6,23.9
2019-04-22,2018,East Hartford,35 LAFAYETTE AVE,77690.0,157000.0,0.4948,Single Family,Single Family,-72.6215028,41.7345955,17.5,20.4
2019-04-01,2018,Enfield,6 ROBERTS RD,122300.0,166000.0,0.7367,Single Family,Single Family,-72.7634367,41.8446139,6.2,0.0
2019-04-01,2018,New Britain,300 BURRITT ST,108010.0,105000.0,1.0286,Two Family,Two Family,-72.7965295,41.6733771,6.7,0.0
2019-04-29,2018,Clinton,9 BLUE HERON LN,491400.0,50000.0,9.828,Single Family,Single Family,-72.517313,41.2721914,12.3,0.0
2019-04-01,2018,New Britain,56 SANDY BROOK DR,89250.0,270000.0,0.3305,Two Family,Two Family,-72.7874252,41.6910766,6.3,0.0
2019-04-29,2018,Fairfield,321 REID STREET,260190.0,415000.0,0.6269,Single Family,Single Family,-73.252249,41.1727252,12.8,0.0
2019-04-15,2018,Sterling,4 DEERFIELD DR,101310.0,169900.0,0.5962,Single Family,Single Family,-73.1120181,41.3743958,16.5,19.9
2019-04-22,2018,North Haven,16 GILES AVE,115150.0,137500.0,0.837454545,Single Family,Single Family,-72.865394,41.3675969,16.3,18.8
2019-04-29,2018,Meriden,365 HANOVER ST,101010.0,165000.0,0.6121,Three Family,Three Family,-72.8147953,41.5335884,14.9,0.0
2019-04-15,2018,Torrington,675 MIGEON AVE,66440.0,32833.0,2.0235,Single Family,Single Family,-73.137023,41.8141622,18.4,23.4
2019-04-08,2018,Danbury,29 TOWN HILL AV #1,89100.0,152000.0,0.5861,Condo,Condo,-73.44347,41.38933,21.3,9.0
2019-04-29,2018,Meriden,6 SPRINGDALE AVE,78470.0,40000.0,1.96175,Two Family,Two Family,-73.0643953,41.5608126,14.4,0.0
2019-04-15,2018,Groton,502 THAMES ST,162820.0,258500.0,0.6298,Three Family,Three Family,-72.08009,41.3497562,16.0,24.1
2019-04-01,2018,Hamden,157 LEEDER HILL DR U205,140630.0,180000.0,0.7812,Condo,Condo,-72.9201411,41.3464591,7.8,0.0
2019-04-01,2018,Waterbury,480 FARMINGTON AVE,70160.0,84000.0,0.835238095,Single Family,Single Family,-73.04521,41.57689,6.8,0.0
2019-04-15,2018,New Britain,32 ROXBURY RD,128310.0,175000.0,0.7332,Single Family,Single Family,-72.7692527,41.6851053,18.3,19.0
2019-04-15,2018,Stamford,52 COVENTRY ROAD,429390.0,520000.0,0.8257,Single Family,Single Family,-73.5736059,41.169961,17.3,20.6
2019-04-08,2018,Redding,14 WHORTLEBERRY RD,249590.0,360000.0,0.6933,Single Family,Single Family,-73.4145774,41.3232391,21.4,7.5
2019-04-29,2018,Thomaston,555 OLD NORTHFIELD RD,193410.0,310000.0,0.6239,Single Family,Single Family,-73.1048403,41.6723797,13.5,0.0
2019-04-15,2018,Farmington,9 POND ST,197700.0,275000.0,0.718909091,Single Family,Single Family,-73.4424692,41.0645196,16.6,14.8
2019-04-29,2018,Greenwich,33 VALLEY RD,824180.0,1600000.0,0.5151,Four Family,Four Family,-73.59516,41.04117,14.1,0.0
2019-04-29,2018,Waterbury,63 BELLEVUE ST,44890.0,34000.0,1.3202,Single Family,Single Family,-72.8221935,41.5250318,15.0,0.0
2019-04-15,2018,Ledyard,2 WOLF RIDGE GAP,205450.0,276500.0,0.743,Single Family,Single Family,-72.0105552,41.4386886,18.2,24.4
2019-04-01,2018,Clinton,12-3 CANTERBURY LN,84100.0,111000.0,0.7576,Condo,Condo,-73.0338995,41.2144165,7.6,0.0
2019-04-15,2018,East Hartford,181 HOLLAND LN,139690.0,215000.0,0.6497,Single Family,Single Family,-72.5917387,41.7616452,18.2,18.7
2019-04-01,2018,New Milford,195 WILLOW SPRINGS,77070.0,138660.0,0.555819991,Condo,Condo,-73.42321,41.54354,7.1,0.0
2019-04-29,2018,Ellington,88 WINDERMERE VILLAGE RD,237600.0,370000.0,0.6421,Condo,Condo,-72.4756665,41.871519,15.2,0.0
2019-04-01,2018,Southington,393 HOBART ST,152930.0,168000.0,0.9102,Single Family,Single Family,-72.8649898,41.608345,7.1,0.0
2019-04-29,2018,West Haven,17 COWPEN RD,193830.0,189900.0,1.0206,Single Family,Single Family,-72.9830587,41.2440227,12.7,0.0
2019-04-08,2018,Colchester,57 HEATHERWOOD DR,162000.0,296000.0,0.5472,Single Family,Single Family,-72.3343219,41.5423241,16.0,8.9
2019-04-15,2018,Granby,31 NORTHWOODS RD,289240.0,502000.0,0.5761,Single Family,Single Family,-72.85194,42.0294,18.7,17.4
2019-04-01,2018,Plainfield,20 SYLVIA DR,97320.0,180000.0,0.5406,Single Family,Single Family,-71.8686758,41.7203522,5.8,0.0
2019-04-08,2018,Waterbury,72 EASTON AVE,36710.0,48000.0,0.7647,Single Family,Single Family,-73.0315585,41.5653053,14.2,13.0
2019-04-15,2018,Newington,36 ROBERTS ST,101660.0,86000.0,1.182093023,Single Family,Single Family,-72.74787,41.67443,18.8,19.3
2019-04-01,2018,Manchester,59 DOANE STREET,95900.0,200000.0,0.4795,Single Family,Single Family,-72.5133526,41.7925323,6.3,0.0
2019-04-22,2018,Manchester,42 RICHMOND DRIVE,173700.0,263000.0,0.6604,Single Family,Single Family,-72.4966648,41.8002509,17.5,21.9
2019-04-15,2018,Glastonbury,78 NEEDLETREE LN,270800.0,370000.0,0.7318,Condo,Condo,-72.52424,41.69381,18.9,21.6
2019-04-08,2018,Stamford,1 BROAD STREET # 20E,497791.0,620000.0,0.8028,Condo,Condo,-71.8531573,41.3727066,13.4,10.8
2019-04-22,2018,New Milford,55 ASPETUCK VILLAGE,49420.0,85000.0,0.581411765,Condo,Condo,-73.4135865,41.5837507,18.6,15.5
